EmployeeNumber,Age,AgeGroup,Gender,MaritalStatus,EducationField,Department,JobRole,JobLevel,BusinessTravel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,YearsAtCompany,TenureBand,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,NumCompaniesWorked,OverTime,OverTime_Flag,DistanceFromHome,FlightRiskScore,RiskSegment,Attrition,Attrition_Flag
1712,45,36-45,Male,Married,Life Sciences,Research & Development,Healthcare Representative,3,Non-Travel,10748,23,1,3,3,4,2,2,23,20+ yrs,15,14,25,3,No,0,1,0.3232635597682991,Stable but Disengaged,No,0
1714,24,18-25,Male,Married,Human Resources,Human Resources,Human Resources,1,Travel_Rarely,1555,11,1,3,4,3,3,1,1,0-2 yrs,0,0,1,1,No,0,22,0.42508293838862554,Stable but Disengaged,Yes,1
1716,47,46-60,Male,Married,Life Sciences,Sales,Sales Executive,4,Travel_Frequently,12936,11,0,3,3,3,1,1,23,20+ yrs,5,14,25,7,No,0,9,0.3502198525539758,Stable but Disengaged,Yes,1
1718,26,26-35,Male,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2305,15,3,3,4,3,4,1,3,3-5 yrs,2,0,3,1,No,0,17,0.36218404423380735,Stable but Disengaged,No,0
1719,45,36-45,Female,Single,Technical Degree,Research & Development,Research Director,4,Travel_Rarely,16704,11,0,2,4,3,3,2,21,20+ yrs,6,8,21,1,No,0,28,0.29886914165350187,Stable but Disengaged,No,0
1720,32,26-35,Male,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,3433,13,1,3,1,1,2,3,5,3-5 yrs,2,1,10,6,No,0,10,0.4453041074249605,Stable but Disengaged,No,0
1721,31,26-35,Male,Married,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,3477,14,1,3,2,4,4,3,5,3-5 yrs,2,0,6,1,No,0,2,0.34484070563454455,Stable but Disengaged,No,0
1722,41,36-45,Male,Married,Human Resources,Human Resources,Human Resources,2,Non-Travel,6430,19,1,2,3,2,3,1,3,3-5 yrs,2,1,10,6,No,0,4,0.45207345971563984,Moderate Risk,No,0
1724,40,36-45,Female,Married,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,6516,16,1,1,2,2,3,3,1,0-2 yrs,0,0,18,2,Yes,1,8,0.8395010531858874,High Flight Risk,No,0
1725,24,18-25,Male,Divorced,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,3907,13,3,1,2,2,4,3,6,6-10 yrs,2,1,6,1,No,0,29,0.504478672985782,Moderate Risk,No,0
1727,46,46-60,Male,Single,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,5562,14,0,2,3,4,3,3,10,6-10 yrs,7,0,19,6,No,0,13,0.4437151132174829,Stable but Disengaged,No,0
1728,35,26-35,Male,Married,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,6883,16,1,3,4,2,3,3,7,6-10 yrs,7,0,17,2,No,0,27,0.3539691943127962,Stable but Disengaged,No,0
1729,30,26-35,Male,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2862,12,1,4,2,2,2,3,10,6-10 yrs,0,0,10,1,No,0,16,0.3554844655081622,Stable but Disengaged,No,0
1731,47,46-60,Male,Married,Marketing,Sales,Sales Executive,2,Non-Travel,4978,11,1,2,3,4,1,3,1,0-2 yrs,0,0,4,7,No,0,2,0.5723657187993682,Moderate Risk,No,0
1732,46,46-60,Male,Divorced,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,10368,12,1,4,3,2,2,3,10,6-10 yrs,6,0,13,4,Yes,1,2,0.5764323328067404,Moderate Risk,No,0
1733,36,36-45,Male,Divorced,Marketing,Sales,Sales Executive,2,Travel_Rarely,6134,13,3,1,2,2,3,2,2,0-2 yrs,2,2,16,5,Yes,1,13,0.8410242232754082,High Flight Risk,Yes,1
1734,32,26-35,Male,Single,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,6735,15,0,2,1,2,3,1,0,0-2 yrs,0,0,10,6,No,0,1,0.4563612427593471,Moderate Risk,Yes,1
1735,23,18-25,Female,Single,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,3295,13,0,2,3,3,1,3,3,3-5 yrs,2,1,3,1,No,0,4,0.5850908372827804,Moderate Risk,No,0
1736,31,26-35,Female,Single,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Frequently,5238,20,0,4,4,4,2,3,5,3-5 yrs,4,1,9,2,No,0,24,0.3429607688256978,Stable but Disengaged,No,0
1737,39,36-45,Male,Married,Life Sciences,Research & Development,Laboratory Technician,2,Non-Travel,6472,15,1,4,4,4,3,3,9,6-10 yrs,8,5,9,1,Yes,1,1,0.5699644549763032,Moderate Risk,No,0
1739,32,26-35,Male,Married,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,9610,13,1,3,4,3,1,1,4,3-5 yrs,3,0,10,3,No,0,19,0.4327488151658768,Stable but Disengaged,No,0
1740,40,36-45,Male,Single,Medical,Sales,Manager,5,Travel_Rarely,19833,14,0,2,2,2,2,3,21,20+ yrs,8,12,21,1,No,0,7,0.3159149552395998,Stable but Disengaged,No,0
1744,45,36-45,Female,Married,Life Sciences,Human Resources,Human Resources,3,Travel_Rarely,9756,21,2,3,3,3,4,1,5,3-5 yrs,0,0,9,4,No,0,4,0.2787111637704055,Stable but Disengaged,No,0
1745,30,26-35,Female,Single,Technical Degree,Research & Development,Research Scientist,1,Travel_Frequently,4968,16,0,1,4,4,3,2,9,6-10 yrs,7,0,10,0,No,0,2,0.5358043707214324,Moderate Risk,No,0
1746,24,18-25,Male,Married,Medical,Human Resources,Human Resources,1,Travel_Frequently,2145,14,1,4,1,4,3,3,2,0-2 yrs,2,2,3,0,No,0,10,0.33303580832016855,Stable but Disengaged,No,0
1747,30,26-35,Female,Divorced,Human Resources,Human Resources,Human Resources,1,Travel_Frequently,2180,11,1,4,3,3,2,2,4,3-5 yrs,2,1,6,6,No,0,8,0.37766719325961035,Stable but Disengaged,Yes,1
1749,31,26-35,Male,Married,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,8346,19,1,3,1,3,3,3,5,3-5 yrs,2,0,6,1,No,0,5,0.34356108478146397,Stable but Disengaged,No,0
1751,27,26-35,Female,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,3445,11,0,4,3,3,2,3,6,6-10 yrs,2,1,6,1,No,0,8,0.3593443917851501,Stable but Disengaged,No,0
1752,29,26-35,Female,Single,Marketing,Sales,Sales Representative,1,Travel_Rarely,2760,13,0,2,2,3,3,1,2,0-2 yrs,2,2,2,1,No,0,9,0.4932253817798842,Moderate Risk,Yes,1
1753,29,26-35,Male,Single,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Frequently,6294,12,0,3,4,4,4,4,3,3-5 yrs,2,0,10,8,Yes,1,1,0.6201724591890468,Moderate Risk,No,0
1754,30,26-35,Male,Divorced,Marketing,Sales,Sales Executive,3,Travel_Rarely,7140,11,1,1,3,1,3,2,7,6-10 yrs,7,1,12,2,No,0,15,0.5179291732490784,Moderate Risk,No,0
1755,34,26-35,Male,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2932,14,3,4,4,1,3,4,5,3-5 yrs,0,1,6,0,Yes,1,2,0.6172472353870458,Moderate Risk,No,0
1756,33,26-35,Female,Single,Marketing,Sales,Sales Executive,2,Non-Travel,5147,15,0,2,4,4,2,3,11,11-20 yrs,7,1,13,8,No,0,2,0.49558583464981576,Moderate Risk,No,0
1757,49,46-60,Female,Single,Marketing,Sales,Sales Executive,2,Travel_Rarely,4507,12,0,4,4,3,4,3,5,3-5 yrs,1,0,8,3,No,0,11,0.2506595576619274,Stable but Disengaged,No,0
1758,33,26-35,Female,Single,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,8564,20,0,1,1,3,2,3,0,0-2 yrs,0,0,11,2,Yes,1,16,0.8704318062137968,High Flight Risk,Yes,1
1760,38,36-45,Female,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Frequently,2468,14,1,2,3,2,2,2,6,6-10 yrs,1,0,9,4,No,0,2,0.5363006845708267,Moderate Risk,No,0
1761,31,26-35,Male,Married,Marketing,Sales,Sales Executive,3,Travel_Rarely,8161,13,3,3,1,1,3,3,1,0-2 yrs,0,0,10,2,No,0,16,0.35550947867298577,Stable but Disengaged,Yes,1
1762,29,26-35,Female,Divorced,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,2109,13,1,1,4,3,3,2,1,0-2 yrs,0,0,1,1,No,0,4,0.5859149552395998,Moderate Risk,No,0
1763,30,26-35,Male,Married,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,5294,16,1,3,3,3,3,4,7,6-10 yrs,0,1,10,3,No,0,16,0.370704318062138,Stable but Disengaged,No,0
1764,32,26-35,Male,Single,Technical Degree,Research & Development,Research Scientist,1,Non-Travel,2718,14,0,2,2,2,3,3,7,6-10 yrs,7,0,12,2,No,0,5,0.481167719852554,Moderate Risk,No,0
1766,38,36-45,Male,Married,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,5811,16,1,4,2,3,3,1,1,0-2 yrs,0,1,15,3,Yes,1,18,0.5969260136914165,Moderate Risk,No,0
1767,43,36-45,Male,Married,Technical Degree,Research & Development,Research Scientist,1,Travel_Frequently,2437,16,1,3,3,4,3,2,1,0-2 yrs,0,0,6,9,Yes,1,17,0.7157938388625593,High Flight Risk,Yes,1
1768,42,36-45,Male,Divorced,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2766,22,3,2,2,2,2,3,5,3-5 yrs,3,0,7,8,No,0,12,0.5356621906266457,Moderate Risk,No,0
1770,55,46-60,Male,Married,Medical,Research & Development,Research Director,5,Travel_Rarely,19038,12,3,1,3,2,3,2,1,0-2 yrs,0,0,34,8,No,0,2,0.40762111637704057,Stable but Disengaged,No,0
1771,33,26-35,Male,Divorced,Technical Degree,Research & Development,Research Scientist,2,Non-Travel,3055,15,2,2,4,4,2,3,9,6-10 yrs,8,1,11,5,No,0,4,0.5226184834123223,Moderate Risk,No,0
1772,41,36-45,Male,Divorced,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2289,20,2,1,3,2,3,3,5,3-5 yrs,3,0,5,1,No,0,9,0.5740192206424434,Moderate Risk,No,0
1774,34,26-35,Male,Divorced,Life Sciences,Sales,Sales Executive,2,Non-Travel,4001,14,1,3,4,3,3,3,15,11-20 yrs,14,0,15,1,Yes,1,10,0.6643220115850448,High Flight Risk,No,0
1775,53,46-60,Female,Married,Medical,Research & Development,Manufacturing Director,4,Non-Travel,12965,20,3,3,1,4,2,2,3,3-5 yrs,2,0,27,4,Yes,1,1,0.6499144286466562,Moderate Risk,No,0
1778,43,36-45,Male,Single,Life Sciences,Human Resources,Human Resources,1,Travel_Rarely,3539,13,0,4,2,2,3,3,9,6-10 yrs,7,1,10,0,No,0,2,0.3008543970510795,Stable but Disengaged,No,0
1779,34,26-35,Female,Single,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,6029,12,0,4,4,1,3,1,2,0-2 yrs,2,2,6,5,No,0,3,0.29213006845708267,Stable but Disengaged,No,0
1780,21,18-25,Male,Single,Marketing,Sales,Sales Representative,1,Travel_Rarely,2679,13,0,2,2,2,3,3,1,0-2 yrs,0,1,1,1,No,0,7,0.4965784623486046,Moderate Risk,Yes,1
1782,38,36-45,Female,Married,Other,Research & Development,Laboratory Technician,1,Travel_Rarely,3702,11,1,3,4,2,3,2,5,3-5 yrs,4,0,5,1,No,0,6,0.392471037388099,Stable but Disengaged,No,0
1783,22,18-25,Female,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2398,17,0,1,3,3,3,3,1,0-2 yrs,0,0,1,1,Yes,1,8,0.8828712480252766,High Flight Risk,Yes,1
1784,31,26-35,Female,Married,Marketing,Sales,Sales Executive,2,Travel_Rarely,5468,14,2,4,1,1,3,2,12,11-20 yrs,7,5,13,1,No,0,29,0.2730384412848868,Stable but Disengaged,No,0
1786,51,46-60,Female,Married,Technical Degree,Research & Development,Manager,3,Travel_Rarely,13116,11,0,3,1,4,3,3,2,0-2 yrs,2,2,15,2,No,0,3,0.3008241179568194,Stable but Disengaged,No,0
1787,37,36-45,Male,Married,Marketing,Sales,Sales Executive,2,Travel_Rarely,4189,14,2,2,2,1,3,2,5,3-5 yrs,2,0,5,1,No,0,9,0.47067535545023703,Moderate Risk,No,0
1789,46,46-60,Male,Divorced,Medical,Research & Development,Research Director,5,Travel_Rarely,19328,17,1,4,3,3,3,3,2,0-2 yrs,1,2,24,7,Yes,1,2,0.4520668773038441,Moderate Risk,No,0
1790,36,36-45,Male,Married,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,8321,13,1,1,4,4,3,3,12,11-20 yrs,8,5,15,7,Yes,1,10,0.7929910479199579,High Flight Risk,No,0
1792,44,36-45,Male,Divorced,Medical,Research & Development,Research Scientist,1,Travel_Frequently,2342,12,3,2,3,3,2,3,5,3-5 yrs,3,2,6,1,Yes,1,1,0.8401276987888362,High Flight Risk,Yes,1
1794,37,36-45,Male,Divorced,Other,Human Resources,Human Resources,2,Travel_Rarely,4071,13,0,2,3,3,2,3,10,6-10 yrs,0,4,19,2,No,0,8,0.5094181147972618,Moderate Risk,No,0
1797,35,26-35,Male,Single,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,5813,18,0,4,3,4,3,3,10,6-10 yrs,7,7,10,1,Yes,1,27,0.5744049499736703,Moderate Risk,Yes,1
1798,33,26-35,Male,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,3143,19,1,1,4,2,3,4,10,6-10 yrs,8,7,14,6,No,0,8,0.5525250131648236,Moderate Risk,No,0
1799,28,26-35,Male,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2044,11,1,4,3,3,4,3,5,3-5 yrs,3,0,5,1,No,0,1,0.27659952606635074,Stable but Disengaged,No,0
1800,39,36-45,Male,Single,Medical,Research & Development,Research Director,3,Travel_Rarely,13464,21,0,3,3,3,3,3,4,3-5 yrs,3,2,9,7,No,0,10,0.2921590310689837,Stable but Disengaged,No,0
1801,46,46-60,Male,Single,Life Sciences,Sales,Sales Executive,2,Non-Travel,7991,15,0,2,2,3,3,2,2,0-2 yrs,2,2,6,8,No,0,26,0.43813322801474464,Stable but Disengaged,No,0
1802,40,36-45,Female,Married,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,3377,17,1,1,3,4,2,3,4,3-5 yrs,3,0,7,4,No,0,2,0.6150605581885202,Moderate Risk,No,0
1803,42,36-45,Male,Married,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,5538,18,2,1,2,3,2,4,0,0-2 yrs,0,0,10,5,No,0,13,0.6023012111637703,Moderate Risk,No,0
1804,35,26-35,Male,Divorced,Medical,Research & Development,Manufacturing Director,2,Non-Travel,5762,14,1,4,2,3,3,3,7,6-10 yrs,7,1,15,2,No,0,2,0.28244207477619804,Stable but Disengaged,No,0
1805,38,36-45,Male,Divorced,Human Resources,Human Resources,Human Resources,1,Non-Travel,2592,13,3,2,1,4,3,3,11,11-20 yrs,10,3,13,5,No,0,2,0.47249473407056347,Moderate Risk,No,0
1807,34,26-35,Male,Married,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Frequently,5346,17,1,1,4,3,2,3,7,6-10 yrs,1,0,11,4,No,0,9,0.5868233280674039,Moderate Risk,Yes,1
1809,37,36-45,Male,Single,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,4213,15,0,1,4,2,1,3,10,6-10 yrs,3,0,10,1,No,0,10,0.6412559241706162,Moderate Risk,Yes,1
1812,39,36-45,Male,Divorced,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,4127,18,1,4,3,4,3,3,2,0-2 yrs,1,2,7,2,No,0,20,0.31216166403370194,Stable but Disengaged,No,0
1813,43,36-45,Male,Single,Life Sciences,Research & Development,Research Scientist,1,Non-Travel,2438,13,0,3,1,3,2,3,3,3-5 yrs,2,1,7,4,No,0,9,0.4607833070036862,Moderate Risk,No,0
1814,41,36-45,Male,Single,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,6870,12,0,2,2,1,1,4,3,3-5 yrs,2,1,11,3,No,0,5,0.5474394418114797,Moderate Risk,No,0
1815,41,36-45,Female,Divorced,Marketing,Sales,Sales Executive,3,Travel_Rarely,10447,13,1,3,3,4,4,3,22,20+ yrs,14,13,23,0,Yes,1,4,0.5289336492890995,Moderate Risk,No,0
1816,30,26-35,Female,Single,Medical,Research & Development,Manufacturing Director,3,Travel_Rarely,9667,14,0,3,1,2,3,3,7,6-10 yrs,7,0,9,9,No,0,10,0.32464849921011063,Stable but Disengaged,No,0
1818,26,26-35,Female,Married,Medical,Human Resources,Human Resources,1,Travel_Rarely,2148,11,0,2,4,3,3,3,5,3-5 yrs,1,1,6,0,Yes,1,20,0.792170879410216,High Flight Risk,Yes,1
1821,46,46-60,Female,Married,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,8926,22,1,2,4,4,4,3,9,6-10 yrs,7,3,13,4,No,0,21,0.36078593996840447,Stable but Disengaged,Yes,1
1822,40,36-45,Female,Divorced,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,6513,17,1,4,3,4,3,3,5,3-5 yrs,3,0,12,4,No,0,1,0.2795326487625066,Stable but Disengaged,No,0
1823,34,26-35,Male,Married,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,6799,21,2,3,2,3,3,4,10,6-10 yrs,8,4,10,1,No,0,8,0.34735387045813587,Stable but Disengaged,No,0
1824,58,46-60,Male,Divorced,Medical,Sales,Manager,4,Non-Travel,16291,22,1,2,2,4,2,3,16,11-20 yrs,9,14,37,4,No,0,2,0.3657187993680885,Stable but Disengaged,No,0
1826,35,26-35,Male,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2705,16,1,3,2,2,4,1,5,3-5 yrs,4,0,6,0,No,0,23,0.35297130068457083,Stable but Disengaged,No,0
1827,47,46-60,Female,Divorced,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,10333,12,1,2,3,3,3,2,22,20+ yrs,11,14,28,8,Yes,1,4,0.6634676145339654,High Flight Risk,No,0
1829,40,36-45,Female,Divorced,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,4448,12,1,1,2,2,3,3,7,6-10 yrs,4,7,15,2,No,0,12,0.5462809373354397,Moderate Risk,No,0
1830,54,46-60,Female,Married,Medical,Research & Development,Research Scientist,2,Travel_Rarely,6854,15,1,4,4,2,2,3,7,6-10 yrs,1,1,14,4,No,0,7,0.32094128488678253,Stable but Disengaged,No,0
1833,31,26-35,Female,Married,Marketing,Sales,Sales Executive,3,Travel_Frequently,9637,14,2,1,1,4,3,3,3,3-5 yrs,2,2,9,2,No,0,7,0.50163112164297,Moderate Risk,No,0
1834,28,26-35,Female,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,3591,25,1,1,3,3,3,3,3,3-5 yrs,2,1,3,1,No,0,1,0.5653067403896788,Moderate Risk,No,0
1835,38,36-45,Female,Married,Marketing,Sales,Sales Representative,2,Travel_Rarely,5405,20,2,4,2,1,2,1,4,3-5 yrs,2,0,20,2,Yes,1,2,0.6437019483938915,Moderate Risk,No,0
1836,26,26-35,Male,Single,Medical,Sales,Sales Executive,2,Travel_Rarely,4684,13,0,4,3,1,3,3,5,3-5 yrs,3,1,5,1,No,0,10,0.29879541864139025,Stable but Disengaged,No,0
1837,58,46-60,Male,Married,Life Sciences,Research & Development,Research Director,4,Travel_Frequently,15787,14,0,3,1,2,3,3,2,0-2 yrs,2,2,23,2,Yes,1,15,0.572693522906793,Moderate Risk,No,0
1839,18,18-25,Female,Single,Medical,Research & Development,Research Scientist,1,Non-Travel,1514,16,0,3,2,3,1,3,0,0-2 yrs,0,0,0,1,No,0,14,0.5280147446024224,Moderate Risk,No,0
1842,31,26-35,Male,Married,Human Resources,Human Resources,Human Resources,1,Travel_Rarely,2956,17,0,1,4,3,3,4,1,0-2 yrs,0,0,2,0,No,0,18,0.5769944707740916,Moderate Risk,Yes,1
1844,29,26-35,Male,Divorced,Human Resources,Human Resources,Human Resources,1,Travel_Rarely,2335,15,3,1,1,4,3,2,2,0-2 yrs,2,2,4,4,Yes,1,13,0.8810347551342813,High Flight Risk,Yes,1
1845,45,36-45,Female,Married,Life Sciences,Sales,Sales Executive,2,Non-Travel,5154,22,2,3,3,2,4,3,8,6-10 yrs,7,5,10,4,No,0,2,0.31967877830437075,Stable but Disengaged,No,0
1847,36,36-45,Female,Married,Other,Research & Development,Research Scientist,2,Travel_Rarely,6962,22,1,2,4,4,3,3,1,0-2 yrs,0,0,15,4,Yes,1,2,0.7514705107951555,High Flight Risk,No,0
1849,43,36-45,Male,Married,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,5675,20,1,4,1,3,3,3,7,6-10 yrs,7,7,7,1,No,0,2,0.28335834649815694,Stable but Disengaged,No,0
1850,27,26-35,Female,Single,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Frequently,2379,14,0,4,4,3,2,3,5,3-5 yrs,4,0,6,0,Yes,1,5,0.6730713533438653,High Flight Risk,No,0
1852,29,26-35,Male,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Frequently,3812,13,0,4,4,2,4,3,11,11-20 yrs,8,3,11,1,No,0,20,0.24297919957872566,Genuinely Retained,No,0
1853,32,26-35,Male,Single,Marketing,Sales,Sales Executive,2,Travel_Frequently,4648,13,0,4,4,3,4,3,0,0-2 yrs,0,0,4,8,No,0,10,0.26167456556082147,Stable but Disengaged,No,0
1854,42,36-45,Male,Married,Technical Degree,Research & Development,Research Scientist,1,Non-Travel,2936,22,2,3,3,2,2,3,6,6-10 yrs,3,3,10,3,No,0,10,0.44803844128488685,Stable but Disengaged,No,0
1856,47,46-60,Female,Single,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2105,12,0,3,2,3,3,3,2,0-2 yrs,2,2,7,4,No,0,9,0.4167904160084255,Stable but Disengaged,No,0
1857,46,46-60,Male,Divorced,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,8578,14,1,4,4,3,2,3,9,6-10 yrs,8,4,12,3,No,0,2,0.2977843601895735,Stable but Disengaged,No,0
1858,28,26-35,Male,Divorced,Life Sciences,Human Resources,Human Resources,1,Non-Travel,2706,15,1,4,3,2,3,3,3,3-5 yrs,2,2,3,1,No,0,1,0.32462743549236445,Stable but Disengaged,No,0
1859,29,26-35,Male,Divorced,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,6384,17,2,3,4,4,3,1,7,6-10 yrs,0,1,11,8,No,0,29,0.35922459189046874,Stable but Disengaged,No,0
1860,42,36-45,Male,Single,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,3968,13,0,3,4,4,3,3,0,0-2 yrs,0,0,8,4,No,0,8,0.40216956292785677,Stable but Disengaged,No,0
1862,32,26-35,Male,Single,Marketing,Sales,Sales Executive,2,Travel_Rarely,9907,12,0,2,3,3,2,2,2,0-2 yrs,2,2,7,7,Yes,1,2,0.767954186413902,High Flight Risk,Yes,1
1863,46,46-60,Female,Divorced,Technical Degree,Sales,Sales Executive,4,Travel_Rarely,13225,12,1,1,1,4,3,4,19,11-20 yrs,17,2,25,2,No,0,3,0.42384281200631907,Stable but Disengaged,No,0
1864,27,26-35,Female,Married,Medical,Sales,Sales Representative,2,Travel_Rarely,3540,21,1,3,2,4,3,2,9,6-10 yrs,8,5,9,1,No,0,23,0.38417719852553983,Stable but Disengaged,No,0
1865,29,26-35,Male,Married,Medical,Human Resources,Human Resources,1,Travel_Rarely,2804,11,0,2,4,4,3,2,1,0-2 yrs,0,0,1,1,No,0,6,0.4952619799894682,Moderate Risk,No,0
1866,43,36-45,Female,Married,Medical,Research & Development,Manager,5,Travel_Rarely,19392,13,0,3,1,4,3,2,16,11-20 yrs,12,6,21,7,No,0,6,0.19972617166929962,Genuinely Retained,No,0
1867,48,46-60,Male,Married,Life Sciences,Research & Development,Research Director,5,Travel_Rarely,19665,12,0,2,4,4,3,2,22,20+ yrs,10,12,29,4,No,0,10,0.2651843075302791,Stable but Disengaged,No,0
1868,29,26-35,Male,Single,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,2439,24,0,4,4,2,2,2,1,0-2 yrs,0,1,1,1,Yes,1,24,0.6824394418114798,High Flight Risk,Yes,1
1869,46,46-60,Female,Married,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,7314,21,3,2,3,3,3,3,8,6-10 yrs,7,0,14,5,No,0,10,0.43026329647182726,Stable but Disengaged,Yes,1
1870,27,26-35,Female,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,4774,19,1,1,4,4,2,2,7,6-10 yrs,6,7,8,0,No,0,15,0.592847551342812,Moderate Risk,No,0
1871,39,36-45,Male,Divorced,Other,Research & Development,Research Scientist,2,Travel_Rarely,3902,14,3,4,4,2,3,3,2,0-2 yrs,2,2,7,8,No,0,19,0.3145313322801475,Stable but Disengaged,No,0
1873,55,46-60,Male,Married,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,2662,20,1,4,2,2,4,2,5,3-5 yrs,2,0,19,8,No,0,2,0.27009083728278044,Stable but Disengaged,No,0
1875,28,26-35,Female,Married,Medical,Sales,Sales Representative,1,Travel_Rarely,2856,19,1,2,2,4,3,3,1,0-2 yrs,0,0,1,1,No,0,3,0.4947143233280674,Moderate Risk,No,0
1876,30,26-35,Male,Single,Medical,Sales,Sales Representative,1,Travel_Rarely,1081,13,0,4,2,3,2,3,1,0-2 yrs,0,0,1,1,No,0,9,0.39674170616113746,Stable but Disengaged,Yes,1
1878,22,18-25,Male,Single,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2472,23,0,2,4,1,3,3,1,0-2 yrs,0,0,1,1,Yes,1,7,0.7987585571353345,High Flight Risk,Yes,1
1880,36,36-45,Female,Married,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,5673,13,1,3,2,1,3,2,10,6-10 yrs,9,1,10,1,Yes,1,10,0.6592127435492365,High Flight Risk,No,0
1881,31,26-35,Male,Divorced,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,4197,11,1,3,2,1,3,3,10,6-10 yrs,8,0,10,1,No,0,20,0.3747577672459189,Stable but Disengaged,No,0
1882,34,26-35,Male,Married,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,9713,13,3,4,3,4,3,3,5,3-5 yrs,3,1,9,2,Yes,1,4,0.545830700368615,Moderate Risk,No,0
